Usuario1	Usuario2	Pearson
AJKWF4W7QD4NS	A1GN8UJIZLCA59	0.9999999999999998
AJKWF4W7QD4NS	A1AISPOIIHTHXX	0.6984969533568658
AJKWF4W7QD4NS	A3GKMQFL05Z79K	-0.002323791169620327
AJKWF4W7QD4NS	A3W0POMI33YQXQ	1.0000000000000002
AJKWF4W7QD4NS	A8NHN9UPML858	-0.07480547396616331
AJKWF4W7QD4NS	A74TA8X5YQ7NE	0.5598925109558545
AJKWF4W7QD4NS	A3J8ABVGK7ZL6H	0.40093786509697243
AJKWF4W7QD4NS	AQMWZIH22R6LE	0.4818694246524268
AJKWF4W7QD4NS	A1J5KCZC8CMW9I	0.055048188256318034
AJKWF4W7QD4NS	AMP7TQRWAIE84	0.19738550848793066
AJKWF4W7QD4NS	A3F2VVIQIY6U64	0.5816098705683019
A3W4D8XOGLWUN5	A9Q28YTLYREO7	0.16912752287293456
A3W4D8XOGLWUN5	A2QHS1ZCIQOL7E	0.4997838772321763
A3W4D8XOGLWUN5	A29BQ6B90Y1R5F	0.2612680592180832
A3W4D8XOGLWUN5	A2582KMXLK2P06	-0.06697246156264221
A3W4D8XOGLWUN5	A3HU0B9XUEVHIM	0.08030274695115133
A3W4D8XOGLWUN5	A20DZX38KRBIT8	0.2504914142755919
A3W4D8XOGLWUN5	AFV2584U13XP3	0.4659340161284968
A3W4D8XOGLWUN5	A3KJ6JAZPH382D	0.13336357793695097
A3W4D8XOGLWUN5	A2TCG2HV1VJP6V	0.198872136358996
A3W4D8XOGLWUN5	A1GN8UJIZLCA59	0.0753778361444409
A3W4D8XOGLWUN5	A1AISPOIIHTHXX	0.2857142857142857
A3W4D8XOGLWUN5	A3GKMQFL05Z79K	0.3142857142857142
A3W4D8XOGLWUN5	A8NHN9UPML858	0.061898446059017315
A3W4D8XOGLWUN5	A200C7YQJ45LRR	-0.16666666666666666
A3W4D8XOGLWUN5	A1M8AYAL3L8ACP	0.19245008972987526
A3W4D8XOGLWUN5	A14GK0E64J0WAS	0.07001400420140051
A3W4D8XOGLWUN5	AQMWZIH22R6LE	-0.06984302957695782
A3W4D8XOGLWUN5	A1J5KCZC8CMW9I	-0.2361125344403821
A3W4D8XOGLWUN5	AMP7TQRWAIE84	0.44708751725205764
A3W4D8XOGLWUN5	A3F2VVIQIY6U64	0.0
A9Q28YTLYREO7	A2582KMXLK2P06	0.24302998556384262
A9Q28YTLYREO7	A3HU0B9XUEVHIM	0.22768700874249678
A9Q28YTLYREO7	A20DZX38KRBIT8	0.5521576303742326
A9Q28YTLYREO7	A3KJ6JAZPH382D	0.24296581975467155
A9Q28YTLYREO7	A8IFUOL8S9BZC	0.39873642642939555
A9Q28YTLYREO7	A3C6ZCBUNXUT7V	0.32252945215745127
A9Q28YTLYREO7	A1GN8UJIZLCA59	0.3306786621025797
A9Q28YTLYREO7	A3W0POMI33YQXQ	0.4016981483907671
A9Q28YTLYREO7	A200C7YQJ45LRR	0.4262076911049449
A9Q28YTLYREO7	A1M8AYAL3L8ACP	-0.3593026031853064
A9Q28YTLYREO7	A14GK0E64J0WAS	0.3896067251562067
A9Q28YTLYREO7	A1J5KCZC8CMW9I	0.34888160898549175
A9Q28YTLYREO7	AMP7TQRWAIE84	0.27510939768330295
A2QHS1ZCIQOL7E	A29BQ6B90Y1R5F	0.5515196143738597
A2QHS1ZCIQOL7E	A2582KMXLK2P06	-0.5224589204868024
A2QHS1ZCIQOL7E	A20DZX38KRBIT8	-0.1788494602704807
A2QHS1ZCIQOL7E	AFV2584U13XP3	0.17970250866891901
A2QHS1ZCIQOL7E	A2TCG2HV1VJP6V	0.582837933385513
A2QHS1ZCIQOL7E	A1AISPOIIHTHXX	0.3411679197581558
A2QHS1ZCIQOL7E	A3GKMQFL05Z79K	0.20716997081738758
A2QHS1ZCIQOL7E	A8NHN9UPML858	0.5554793697490978
A2QHS1ZCIQOL7E	A74TA8X5YQ7NE	0.15850270325910573
A2QHS1ZCIQOL7E	A3J8ABVGK7ZL6H	0.11900452556370285
A2QHS1ZCIQOL7E	A21GTH20R33D6B	0.5163977794943222
A2QHS1ZCIQOL7E	AQMWZIH22R6LE	-0.06666666666666667
A2QHS1ZCIQOL7E	A3F2VVIQIY6U64	-0.5000000000000001
A29BQ6B90Y1R5F	A2582KMXLK2P06	0.05682684122364283
A29BQ6B90Y1R5F	A20DZX38KRBIT8	-0.23149329145988168
A29BQ6B90Y1R5F	AFV2584U13XP3	0.023367717830840243
A29BQ6B90Y1R5F	A2TCG2HV1VJP6V	0.5991761392804228
A29BQ6B90Y1R5F	A1AISPOIIHTHXX	0.5311923650662806
A29BQ6B90Y1R5F	A3GKMQFL05Z79K	0.2133003977428623
A29BQ6B90Y1R5F	A3J8ABVGK7ZL6H	0.14285714285714285
A29BQ6B90Y1R5F	A21GTH20R33D6B	-0.10523856755225813
A29BQ6B90Y1R5F	AQMWZIH22R6LE	0.48991647126865073
A29BQ6B90Y1R5F	AMP7TQRWAIE84	0.39389277113386467
A29BQ6B90Y1R5F	A3F2VVIQIY6U64	0.1324532357065045
A2582KMXLK2P06	A3HU0B9XUEVHIM	-0.2537956625422937
A2582KMXLK2P06	A20DZX38KRBIT8	0.3678708297329663
A2582KMXLK2P06	A3KJ6JAZPH382D	-0.15910631915268839
A2582KMXLK2P06	A8IFUOL8S9BZC	0.2536987699131231
A2582KMXLK2P06	A2TCG2HV1VJP6V	0.25507920844396964
A2582KMXLK2P06	A1GN8UJIZLCA59	-0.13105560849915576
A2582KMXLK2P06	A1AISPOIIHTHXX	-0.23337683812750343
A2582KMXLK2P06	A3GKMQFL05Z79K	0.03533326266687868
A2582KMXLK2P06	A200C7YQJ45LRR	-0.9999999999999998
A2582KMXLK2P06	A3J8ABVGK7ZL6H	-0.19153271942071842
A2582KMXLK2P06	A14GK0E64J0WAS	0.0
A2582KMXLK2P06	A21GTH20R33D6B	0.8660254037844387
A2582KMXLK2P06	AQMWZIH22R6LE	-0.38031151343057684
A2582KMXLK2P06	A1J5KCZC8CMW9I	0.1352504452001148
A2582KMXLK2P06	AMP7TQRWAIE84	-0.10050378152592121
A2582KMXLK2P06	A3F2VVIQIY6U64	0.686406472983644
A3HU0B9XUEVHIM	A3KJ6JAZPH382D	0.07906914447433781
A3HU0B9XUEVHIM	A8IFUOL8S9BZC	0.040426732930628075
A3HU0B9XUEVHIM	A1GN8UJIZLCA59	0.25065751615819853
A3HU0B9XUEVHIM	A3W0POMI33YQXQ	0.14623276439984778
A3HU0B9XUEVHIM	A200C7YQJ45LRR	0.09568861643155208
A3HU0B9XUEVHIM	A14GK0E64J0WAS	-0.1613743060919757
A3HU0B9XUEVHIM	A1J5KCZC8CMW9I	0.21821789023599253
A3HU0B9XUEVHIM	AMP7TQRWAIE84	0.17610499126131993
A20DZX38KRBIT8	AFV2584U13XP3	0.1836149906181078
A20DZX38KRBIT8	A3KJ6JAZPH382D	0.0
A20DZX38KRBIT8	A8IFUOL8S9BZC	0.34299717028501764
A20DZX38KRBIT8	A2TCG2HV1VJP6V	0.166025963931411
A20DZX38KRBIT8	A1AISPOIIHTHXX	-0.0776993506070812
A20DZX38KRBIT8	A3GKMQFL05Z79K	-0.37338291614026003
A20DZX38KRBIT8	A8NHN9UPML858	-0.16819991338828022
A20DZX38KRBIT8	A74TA8X5YQ7NE	0.29347864605731505
A20DZX38KRBIT8	A200C7YQJ45LRR	0.3749999999999999
A20DZX38KRBIT8	A3J8ABVGK7ZL6H	0.41547837802790133
A20DZX38KRBIT8	A14GK0E64J0WAS	-1.0
A20DZX38KRBIT8	A21GTH20R33D6B	1.0000000000000002
A20DZX38KRBIT8	AQMWZIH22R6LE	-0.16116459280507606
A20DZX38KRBIT8	A1J5KCZC8CMW9I	0.0
A20DZX38KRBIT8	AMP7TQRWAIE84	-0.32879797461071464
A20DZX38KRBIT8	A3F2VVIQIY6U64	0.10846522890932811
AFV2584U13XP3	A2TCG2HV1VJP6V	0.46291004988627577
AFV2584U13XP3	A1AISPOIIHTHXX	-0.1892994097121203
AFV2584U13XP3	A3GKMQFL05Z79K	-0.25000000000000006
AFV2584U13XP3	A3W0POMI33YQXQ	0.9682458365518541
AFV2584U13XP3	A8NHN9UPML858	-0.14103988907687237
AFV2584U13XP3	A3J8ABVGK7ZL6H	0.5288731612008322
AFV2584U13XP3	A21GTH20R33D6B	-0.3949704176678592
AFV2584U13XP3	AMP7TQRWAIE84	-0.5000000000000001
AFV2584U13XP3	A3F2VVIQIY6U64	-0.015326682995723448
A3KJ6JAZPH382D	A8IFUOL8S9BZC	0.4930311038759641
A3KJ6JAZPH382D	A1GN8UJIZLCA59	0.4209376671242997
A3KJ6JAZPH382D	A1AISPOIIHTHXX	0.5000000000000001
A3KJ6JAZPH382D	A200C7YQJ45LRR	0.06604016463386031
A3KJ6JAZPH382D	A3J8ABVGK7ZL6H	-0.9999999999999998
A3KJ6JAZPH382D	A14GK0E64J0WAS	0.2624388922881486
A3KJ6JAZPH382D	A1J5KCZC8CMW9I	0.3096798981920885
A3KJ6JAZPH382D	AMP7TQRWAIE84	0.3592106040535498
A8IFUOL8S9BZC	A3C6ZCBUNXUT7V	0.5000000000000001
A8IFUOL8S9BZC	A1GN8UJIZLCA59	0.3662281353169507
A8IFUOL8S9BZC	A3W0POMI33YQXQ	-0.24999999999999992
A8IFUOL8S9BZC	A200C7YQJ45LRR	-0.32311516382074845
A8IFUOL8S9BZC	A14GK0E64J0WAS	0.4773929622481255
A8IFUOL8S9BZC	A1J5KCZC8CMW9I	0.11967838846954226
A8IFUOL8S9BZC	AMP7TQRWAIE84	0.372677996249965
A2TCG2HV1VJP6V	A1AISPOIIHTHXX	0.8824975032927699
A2TCG2HV1VJP6V	A3GKMQFL05Z79K	0.3
A2TCG2HV1VJP6V	A3J8ABVGK7ZL6H	0.3810776736316287
A2TCG2HV1VJP6V	AQMWZIH22R6LE	0.181848241863327
A2TCG2HV1VJP6V	AMP7TQRWAIE84	0.6880329612324524
A3C6ZCBUNXUT7V	A3W0POMI33YQXQ	0.21140673127705525
A3C6ZCBUNXUT7V	A200C7YQJ45LRR	0.10597862085190503
A3C6ZCBUNXUT7V	A1J5KCZC8CMW9I	0.31622776601683794
A3C6ZCBUNXUT7V	AMP7TQRWAIE84	1.0000000000000002
A1GN8UJIZLCA59	A1AISPOIIHTHXX	0.9999999999999998
A1GN8UJIZLCA59	A3W0POMI33YQXQ	0.4714045207910315
A1GN8UJIZLCA59	A200C7YQJ45LRR	0.5131859551950755
A1GN8UJIZLCA59	A1M8AYAL3L8ACP	-1.0
A1GN8UJIZLCA59	A14GK0E64J0WAS	0.5514416337357296
A1GN8UJIZLCA59	A1J5KCZC8CMW9I	0.35714285714285726
A1GN8UJIZLCA59	AMP7TQRWAIE84	0.6062177826491069
A1AISPOIIHTHXX	A3GKMQFL05Z79K	0.0727392967453308
A1AISPOIIHTHXX	A8NHN9UPML858	0.1266600992762247
A1AISPOIIHTHXX	A200C7YQJ45LRR	0.5000000000000001
A1AISPOIIHTHXX	A3J8ABVGK7ZL6H	-0.3102526139970115
A1AISPOIIHTHXX	AQMWZIH22R6LE	-0.17094086468945702
A1AISPOIIHTHXX	AMP7TQRWAIE84	0.6153846153846154
A3GKMQFL05Z79K	A3J8ABVGK7ZL6H	0.10540925533894602
A3GKMQFL05Z79K	A21GTH20R33D6B	-1.0
A3GKMQFL05Z79K	AQMWZIH22R6LE	0.1500885783995967
A3GKMQFL05Z79K	AMP7TQRWAIE84	0.8783100656536798
A3W0POMI33YQXQ	A200C7YQJ45LRR	0.21903512567210648
A3W0POMI33YQXQ	AMP7TQRWAIE84	0.29633362966711113
A8NHN9UPML858	AQMWZIH22R6LE	0.645497224367903
A200C7YQJ45LRR	A1M8AYAL3L8ACP	-0.630528288755463
A200C7YQJ45LRR	A14GK0E64J0WAS	0.49846389805954006
A200C7YQJ45LRR	AMP7TQRWAIE84	0.31218495369986715
A3J8ABVGK7ZL6H	AQMWZIH22R6LE	-0.28060676663315687
A3J8ABVGK7ZL6H	AMP7TQRWAIE84	-1.0
A1M8AYAL3L8ACP	A14GK0E64J0WAS	-0.9999999999999998
A1M8AYAL3L8ACP	AMP7TQRWAIE84	0.6123724356957945
A1M8AYAL3L8ACP	A3F2VVIQIY6U64	0.9999999999999998
A14GK0E64J0WAS	A1J5KCZC8CMW9I	0.0
A21GTH20R33D6B	AMP7TQRWAIE84	-0.9999999999999998
AQMWZIH22R6LE	AMP7TQRWAIE84	0.686406472983644
